Text,label
الموقع اكثر من رائع والخدمه ممتازه شكراً للعاملين عليه,1
رررررؤعه,0
حلو مره,1
صفحه المساعده والدعم الجديده سيئه وكله تعلق ومشاكلها واجد وليش ماقدر اكلم الدعم بدون ما اختار مشكلتي لازم يرجع خيار السريع للتحدث مع الدعم,0
ممتازه اتمني مزيد من التقدم,1
رائع استخدمه دائما,1
تطبيق مبيدعمش التوصيل عندي يبقا لزمته اي,0
سيئة جدآ,0
شكرا لانكم موجودون,1
الأسعار في بعض المطاعم دبل السعر في البرنامج زيد قيمة التوصيل,0
تحديث التطبيق تقيل جدا في التحميل معرفة المواعيد,0
حراميه,0
ممتاز موجود فيه كل مطابخ العالم لكن ينقصه الاكلات الشاميه,1
ما شاء الله خدمة رائعة,1
خدمة ممتازة بارك الله فيكم,1
جميل جدا الرجاء اضافة خانة تتبع الطلبات,1
هنجربو,1
خدمة جيدة جدا,1
هاد لمصر وله للاردن لانكم منزلين منشور على الفيس وتلعلي وهل معقول انو التوصيل المرة الاوله بتكون مجانية,1
جوعان كلم طلبات,1
اضيفوو كل مناطق القصصيم مو بس بريده,0
جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا,0
الحوطه,1
احسن تطبيق للمطاعم,1
فاشل طلبت الطلب ما وصل,0
بصراحة الاكل المرة دى سيئ للغاية مطعم بيتزا روست العيش بايت ناقص العدد الفراخ نيئه وفيها طعم غريب بصراحة المطعم لايستحق ولا نجمة واحدة,0
يا ريت أنصاف كباتن طلبات وإعطائهم كامل حقوقهم,0
نايس ابلكيشن,1
عروض وهميه,0
والله مسحت كل الطتبيقات انا ما مسحت أي تطبيق,0
رقم واحد في الوطن العربي الحمد لله,1
لالا لا لا,0
اكبر شركه في الشرق الاوسط وافتخر اني اعمل بها,1
واوروعه,1
وقت متأخر,0
Suiiiiiiiiiiiiiiiiiiiiiiiiii,1
خدمة بنت وسخة شبهكم عملاء قليلة الزوق ومبيردوش يطلعوا يوصلوا الطلب والاكل بيجي بارد,0
احلا تطبيق بلعالم هو بنت بجننننننن,1
طلبات مايشتغل علي نظام الأندرويد للأسف آخر تحديث طلبات مستخدمي اندرويد سنة,0
حلو بس المكان اذا بعيد ما بيروح بث هم يصلحون,1
جميل بس لو تعملوا اي طلبيه عليها نقاط بعدين نقدر نستفيد منها,1
اخيرا لاقيت خدمه افضل من اوبر وكريم,1
تطبيق رائع واهتمام ممتاز,1
ممتاز برنامج جميل جدا,1
والله انه عجيب يوصل بسرعه,1
ديليفري هات اقسم بالله احسن احسن احسن شيء في حياتي,1
نظام التشغيل ممتاز في الاداره,1
عندى مشكلة ومحتاجة اتواصل معكم ضرورى ارسلت لكم على help كتير ومحدش رد الى الان,0
شركه استغلاليه تاخذ من اجور وازاق الكباتن,0
شي تمام كويس,0
مررررررره جميل من سلبياته موكل المطاعم متوفره,1
ناس ما يخافون الله ياخذون فلوس الناس يضحكون عليهم حسبنا الله ونعم الوكيل فيهم,0
انتى أعمل بشركة منذ عاما فهى شركة عريقة وارشح العملاء للاشتراك فى شركة,1
سيئ مش شغال,0
شوية نصابين يبعتوا كود ولما تستخدمه يلغي طلبك ولما تكلم خدمة العملاء يقولك انت استنفذت عدد مرات استخدام الكود طب بتبعتوا اكواد خصم ليه اما مش هتفعلوها لا وتدفع اون لاين هوا في اخد الفلوس ويقولك هترجعلك بعد ايام عمل طب حلال ولا حرام يا شوية نصابين,0
عطيت فلوس باقي يرجع ماعطاني سرقه,0
لما بختار المدينه بيقول حدث خطأ ومش بيدخل,0
ليش ماكو العراق شنو نبزز احنه,0
تطبيق مميز يستحق اكتر من هيك بس بتمنی يكون كل المطاعم موجودة,1
جدا روعة الطلبات توصل في وقتها متعاونين جدا,1
احترمت فيكم حرصكم على العميل واحترامه وردكم المهذب دايما وتسهيلاتكم علينا وده خلاني اقرر اتعامل معاكم دايما وأفضلكم عن أي شركة تانية منافسة حيث اني اتعاملت مع الكل وانتم أرقى اسلوب تعامل,1
افضل ابلكيشن فعلا,1
لكن التصميم السابق افضل بالنسبة لي,1
سي جدا جدا عروض وهميه وعند الشراء اون لاين يتم سحب المبلغ من حسابك تانى يوم يتصل بيك حد من رايه يقولك غير متوفر المنتج المطلوب اوفيه عطل والفلوس ترجع حسابك بعد يوم وانا من يوم اتسحب منى مبلغ وهما كنسلو الاوردر وحتى اليوم لم يتم ارجاع المبلغ والبنك قالى حايعمل شكوى فانصيحه ابعدو عن الموقع ده او حتى ابعد عن الشراء اون لاين من عليه لو انت حاتكون واثق فى منتجاتهم عندك نون سوق جوميا صراحه محترامين جدا والله والله دى كانت تجربتى مع رايه,0
مبدعين بس ياريت تخففون اسعار التوصيل اصبحت الآن تسعة دراهم,1
حقيقي خدمه ممتازه جدا السيارات نظيفه دائما السائقين محترمين جدا اذا هناك زي موحد يكون أكثر من ممتاز,1
أطلبات أحسن تطبيق للتوصيل,1
TOOFI,1
التطبيق أغرب تطبيق شوفته فيه حاجه غلط,0
اقول بلا كسل وهبل اطبخي لنفسك احسن لك ولااسرتك,0
أسوأ شركة وأسوأ مركز مساعدة لم يسمح السائق لعائلتنا بالصعود إلى الحافلة لمجرد أننا هنود على الرغم من أننا نحمل تصريح إقامة ساري المفعول تم الاتصال بمركز المساعدة ولكن بدلاً من مساعدتنا طلبوا منا البحث عن طريقة أخرى للتوصيل مساعدة الدردشة وخدمة العملاء لها حقوق محدودة لحل مشاكل العملاء,0
خدمه دعم السايق زباله وشركه زباله,0
روعأا,1
كتير حلو انصحكم تجربه,1
تطبيق رائع وتجاربي ممتازه,1
الموظف قال يجيك الطلب بعد دقيقه وللاسف جاني الطلب بعد ساعه دقيقه جاني السواق اعطيته ريال فقط والحساب وقفلت الباب في وجهه بعد ثلاث ايام رحت المطعم واعطيتهم ريال الباقي,0
احلي,1
تطبيق الجوال رئع ﻻكن يوجد مطاعم تستحق ان تكون في قائمة طلبات ارجو ازالتها وشكراً,1
جدا روعه ويوفر علينا بالعروض المااسيه,1
ترتيب ونظافة وسرعه التسليم الطلبات,1
خايس وسعره غالي,0
جميل وسهل وعملي جدا,1
تطبيق سهل وبسيط وجميل وده من اوفر التطبيقات الي شفتها,1
عجيب بصراحه بس يوصل متأخر يعني خير عن لما تدق بس وايد حلو وقوي,0
خدمه سيئة بسبب الانتظار في كل محطه,0
أكثر من سيئ,0
طلبت مرتين على فترات من كنتاكي اول مره لغوا الطلب وثاني مره كاتبين تم استلام الطلب بل برنامج فاشل لا انصح بتحميلة,0
تطبيق مفيد وسهل وسريع نرجو الإهتمام بالنقاط والعملاء المميزين وبالخصم أكثر,1
مبينزليش عروض,1
موضف الخدمه معاملته غير الجيده,0
موقع ذبالة,0
سائق محترم مواعيد مظبوطه لا انصح بركوب الباص بدون تكييف تجربة صعبة,1
أم مشاري,1
رجعوا التسعيره الكباتن تطبيق فاشل,0
جزاك الله خيرا,1
الصراحة البرنامج خيالي,1
مايطلع عدي ليش,0
كوبونات وهميه واداره فاشله للتسويق وتحميل الابلكيشن ومفيش خصومات وكله ضحك عشان بس تزودوا عدد التحميل للابلكيشن تجربه سئيه وشركه سيئه جدا,0
تطبيق رااائع وخدمه سوبر ممتازة,1
بصراحه تطبيق رائع وممتاز وخدمه سريعه دايم فى الأفضل أن شاء الله,1
